,text,sentiment
2970,"UAE exchange provides excellent customer services, Especially sohar Carrefour branch. Also branch staff are very friendly especially sherin g vargees who helps to transfer money as fast as possible",2
2971,"Regular Customer of your Barka Branch, Excellent service from all the staff. Always smiling and ready to help. Saleem Filter Technology",2
2972,Great services,2
2973,"My name is Muhammad Rafi kk my Costomer I'd number is 3303778418048563 ...... I have try to activate direct debit service in my uae exchange online account from 30/7/18. Till now not yet activated....I have call many times mail sent also many times ,,your call center team like jhone, chippy, Praveen,, ................. No one is proper responding the same .. yyy ..... Just I want the reason of the same. If you wish ....... I will tell you and teach you also how to satisfy to a Costomer.... Thursday I went all Ansari exchange in Madina mall. To activate the same... He just needed my sign in various places and after that he told me this will activate within 1 working days.... 30 minit i got the activation msgggg........... This is the example of uae exchange( bull people). and Al Ansari exchange Costomer service....",1
2974,"It's one of the best exchanges in Gulf. I have used UAE Exchange in Dubai, Croydon.UK I have been visiting UAE Exchange branch in Ibra every month. Rates are very competitive. Staffs are very helpful and friendly.",2
2975,So easy and so convineant to send the money from UAE Exchange. U - Utmost A- Attention (with) E- Excellence.,1
2976,Its easy to send fast serving,1
2977,Your service is best....and good relationship with customers... Thank you.... Thomas Jacob Saham branch Al Batinah government,2
2978,Excellent service,2
2979,"Perfomanse of Burami U.A.E exchange is Excelient!!!! .speed mony ,safe money.&Every time money .Thire custmer care is very good..Allwayes U A.E ECCHANGE &Every where U A E Excgange for mony sending .the last 20yeares my experience is sending mony with U AE.Exchange very excelent...######$",2
2980,"I am using services at Buraimi branch. Good customer care, rate and services are very good. Now daily basis WhatsApp updates also. I am fully satisfied. staff friendly and helpfull. Thanks to all staffs especially Mr. Joe Kurian, Branch Head All the best..!!!",2
2981,"UAE exchange provides excellent customer services, Especially sohar Carrefour branch. Appreciate the branch head who is a very dedicated person. Special thanks to UAE exchange for their support for Kerala relief fund by waiving off thier charges to send money...keep up the good work...",2
2982,Shinas branch best branch.. Maryam AlWishahi best manager and Shinas branch staff so much helpfully. Thanks for great services,2
2983,"I have been dealing with uae exchange Al Buraimi branch since it opened its branch at Al Buraimi. Mr,Joe Kurian the current manager was its first staff. the service is fantastic and in spite several exchanges have opened up at Buraimi. I still go to UAE Exchange only because of its service. Special thanks to Joe Kurian because he helped me several times when there is rush i hand over my id and cash to him and come later to collect it.not only to send money but also to exchange currency. All staff are helpful. Keep up the good work.",2
2984,I am a regular customer of oman UAE exchange of suwaiq branch..rate and service very good .I m full satisfied. .thanks Mr suraj Sharma he help me every like rate and service,2
2985,In UAE exchange the money is faster to receive when sending a money to the philipplines. Safe when the receiver will take from any branch in our country. Easy to take,1
2986,"Hai, I wish to congratulate OMAN UAE EXCHANGE, QURNALAM staff Mr. Reji and Mr. Sanal. They are very friendly and helpful with customers, services are fast. Thankyou,",2
2987,"Whether in UAE or Oman,I had the best experiences with UAE Exchange Currently am utilising the services of one of the remotest UAE Exchange branches in Oman which is in Qarn Al Alam And the two staffs, Mr.Reji and Mr.Sanal, available there provides me with oustanding services in the best professional way Kudos to them and UAE Exchange",0
2988,Oman uae exchange is very good exchange .rate and service also very good.i am full satisfied ..i m a customer of suwaiq branch.there is one staff Suraj sharma he is bery halpfull.thnks suraj for everyday update rate to me,2
2989,"I am happy to say the services provided by safeer Mall branch in sohar, I am getti G regularly rate updates from Rajesh Rajan I wish them all the best",2
2990,I am a regular customer of uae exchange qarnalam branch... The behavior of the staff is excellent especially Mr SANAL.. HE cleared my all doubts if their is any problms.... I appreciate him for the dedication of handling the coustomer......,2
2991,"As i still using UAE exchange..still i didnt see anything bad from thier good sevice ,all the staff at any branches was all helpful and knind....",2
2992,"Hi ... my name is sameer pati tripathi ... and now I am regular customer of UAE EXCHANGE .... actually one thing I want to share through this feedback , once one persons came out store and he explained us very nicely about the UAE EXCHANGE I was really appreciated with his knowledge and his service and commitment ..... finally we came at UAE EXCHANGE SOHAR LULU BRANCH and we meet the same persons ( SURAJ SHARMA) who came at our store .... the service given by him was really memorable 👌🏻👌🏻😊 now I am regular customer of urs 😊 That person was SURAJ SHARMA",2
2993,Excellent service Always on time,2
2994,"Uae exchange is very good exchange.I have lot of experience of uae exchange for suwaiq branch..and very thankful to Ms suraj sharma , he is very helpful ..everyday he is update rates..and call..I will give 5 star",2
2995,I feel better service and support from UAE exchange Safeer Mall branch,0
2996,Very happy with services provided by UAE Xchange Safeer Mall I wish Mr Rajesh Rajan and team all the best and bright future,2
2997,Took so Long to register. I was rushing and took more than 20 mins. Gave her dhs to change to SGD. Counter lady short gave me $500 Spore dollars. Unacceptable mistake. Last time for me to go change there.,1
2998,I like UAE exchange for almost 7 years of sending money backhome and many more transactions.All staff of UAE exchange are very friendly and approachable..and so far I dont have complain about the services..Excellent!!!,2
2999,"Very bad experience that I had!!! I sent money to my family, for only AED200 since I have a delayed salary. I just borrowed that money for emergency purposes but it takes 3 days not yet process by this exchange! I will not go to this exchange anymore!!",0
3000,"Very very very bad service...bcoz I send money throw online , it's reach after 15days.. such a bad service .I never seen like this exchange in Dubai...",1
3001,Excellent service,2
3002,Excellent service,2
3003,Im very happy to uae exchange bcoz we have a good service to the people like us..thank u n god bless us...,2
3004,good company,2
3005,Thanks for Enika good service. ..,2
3006,Nice service friendly and approchable staffs hope u serve better in the future thank you,2
3007,I visited Nesto branch in Muwailah Sharjah. I was initially hesitant to go there being an industrial area thinking that the crowd are male but the team was friendly. When the staff Dilup as per the name tag saw a female customer when he finished attending his current customer he immediately called me come in front and attended to my transaction. I also met Fowzia who talked to me after my transaction and asked if everything is fine and told me to come again and yes I would definitely come back again to this branch,0
3008,"Many thanks UAE EXCHANGE for making ur service fair to everyone ,easy and fast transaction as well.",2
3009,Customer service staffs were so attentive and helpful. The Filipina lady in UAE exhange MOE who assists customers outside the counter was so nice and clearly explained what existing promotions we can still avail and the lady who did my transaction looks new however she was nice as well. Keep up the good work!,2
3010,Excellent I am Happy.,2
3011,"Worst online experience of a money exchange house. App never support new iphonex UI, payees never gets added, Unable to enable disabled payees. No way to see the transactions or its status (without entering those creepy transaction numbers)",0
3012,It’s quick and efficient.,2
3013,"Sheikh Zayed branch are superb. Accomodating and friendly. Never forget they are so efficient at all times. Just little bit bothered with your security, I know his not your direct employee. When I’m visiting this branch wearing my full suit , he will open the door and greeted me and asked ‘ Sir changing currencies or sending money? But when I come with short , t-shirt and slippers, not open the door and ask directly “ sending money? This line”. You know what I mean. Consistent of service and a bit of discrimination. But never the less great service with 100% customer service satisfaction ❤️❤️❤️.",0
3014,Thanx for the friend staff and fast transaction,1
3015,Im always happy to send money to UAE exchange coz all the all the satff is they entertain properly the costumer..,2
3016,"Quick and easy,tellers are kind and very helpful",2
3017,al rigga branch is excellent.. they have a very friendly and accommodating staff including security gualds.,2
3018,Fast and reliable,2
3019,The uae exchange is a best exchange in evry things means all service and I use uae xchang service still from 12 years and in futre will be also and I also invited my friends for joining uae xchang,0
3020,Staffs are very friendly and accomodating...,2
3021,Prompt response to my complaints was resolved by UAE Exchange with the assistance of Ms. Sukaina in Head Office and UAE Exchange Burj Khalifa metro station branch staffs. They resolve the issue about my complaints regarding the promotion and I got my watch. I appreciate the fast response of UAE Exchange. I will remain to do business with them.,2
3022,"So far the best place to transact with money matters, best customer service and friendly Personnel... Keep it up.",2
3023,"I sent an amount on my two bank accts last 20th of aug 2018 but until now those amount haven’t been credited yet. What’s going on?? I was trying to catch a due date in one of my bank accts in the phils that’s why i used your online service. I missed that due date. Though, those amount were already deducted from my bank here in dubai the after i made the transaction. So frustrating..",0
3024,Helpful staff in etihad plaza branch.,2
3025,How many now i sent money i didnt recive a mumber.,0
3026,An honest feedback I am customer of uae exchange more the 2 years it was amazing experience for me.staff is very helpful especially Mr zakir who help me out to send money home very helpful this gentleman is an ambassador to your branch. I would recommend my friend and colleagues to visit 100%,2
3027,i have not recieved amoney in stanbic bank uganda,1
3028,staffs are warmed and approachable☺,0
3029,Im pleased with the on line remittance facilty and would like to try it next time.,2
3030,your staff base on my experience even they are busy they are very attentive and even they are tired they try to SMILE at you...compare to others exchange..thats why I keep on sending money in your company...hope it will expand..if better you can put a branch here in DISCOVERY GARDEN in Pavillion shopping centre Carrefour..there so many Duty Free staff there including me.. thank you I am so happy to be with you in my SALARY day,2
3031,My experience with UAE EXCHANGE was awesome. Money got transfer to my bank within 48hrs without any hassle. Exchange rate offered are best in the industry without any services charges through online. I strongly recommend to use the UAE exchange services.,2
3032,"I have paid my SEWA last Aug 11 at Safeer Mall Branch. It comes to my notice why its not credited on that time i have paid, usually its real time experience, so I waited 24hours but still not credited then I called customer service the reason they gave me is , “Sewa did not accept my payment” , and they advised me to call Sewa office” . I’ve asked other that paying Sewa also they said theres no problem when they are paying. Then on August 14, i refunded my payment becuase this is the also the due date and I paid on the Etisalat Machine and no problem at all. The Branch Manager told that there’s is technical problem. (for 4days what is this?) My point is, you need to contact the customer when you know there is a problem so we can resolve the issue immediately. (If i have paid short you are contacting like Al Nahda branch) I have suggest also the customer service representative to be trained more how to handle customer.",0
3033,There good service especially the Filipino staff they greet u with smile not like other nationality.,2
3034,Good service in remittances for Filipino Overseas Workers.,2
3035,"since i start to send money to phils.i always think the uae xchange...staff are polite,good communication n caring...updating in all..n good service.",2
3036,I like in the UAE exchange its easy for me coz all my family they have already record and the staff in Satwa Exchange they are nice .,0
3037,"I can say that UAE exchange is rendering excellent services towards their customer.They are accomodating and approachable.They even give fun to the senders especially those employees who is trying to learned Filipino language.Keept it,be persistent.",2
3038,Great overall service....,2
3039,UAE exchange is my favorite place to go every after receiving my salary💕 I love sending my hard earned money to my family through UAE exchange. Very reliable and trustworthy. They are always updating us on exchange rates daily via GC's which I appreciate the most😊. Thanks UAE exchange for your good service👍🏼,2
3040,I love the service that is why I keep and stick to UAEXCHANGE!,2
3041,online transfer app has still a lot of errors. i have registered at the uae exchange shop already and its still not working.. pls improve.thanks!,2
3042,Very fast service I love it,2
3043,good service,2
3044,Fast and efficient!,2
3045,Good costumer service. exactly honest good dealing to the customer faster transaction and no ever experience delay. My family happiest to claim exactly time and date. thank you,2
3046,"I was disappointed in your promotion last July and your staff in Abubaker Metro Station. I did a transaction to join the promotion in free watch. July 31 they said out of stock. Then they photocoy my documents and said they will call me or recieve a call when i went august to follow-up they i will recieved a call once ok. Then today i went in the branch to follow-up in a super nice gesture and sweet voice. But instead the front lady is giving me a selfie stick and said no more Watch. With a gesture ""mam tangapn nyo na po ito"" (accept this). But i said ate sorry i cant. Then she said i should go there early so i can claim cause no more watch. I told her Miss your staff said i will recieve a call to pick up i just did my luck today. She said nothing and the other said mam if ever we will get again we will keep for you. When i came back to ask the customer service i said i will complain she said its ok complain in that no. Mam. I dont know if it is intention to deliver that word or helpful to suggest. My point is Can someone explain that the promotion is not until supplt last it is said Until July 31 transaction. I hope next time be prepared to this kind of volume in your promotion. Cause i was really dismayed and upset to this it was my first time supposedly to get something after 8yrs here using your service.. Im promoting your UAE Exchange as well to some friend who was sender to other remittance due to lots of promotions. Arnnie",2
3047,"I enjoyed the holidays in UAE tracking the whereabouts of the money that I sent for my family 3 days ago. I used to send money at ORIENT EXCHANGE and they didn't failed to transmit my remittance in 24hrs. Since I am using a metro, I decided to shift to UAE EXCHANGE as they have a lot of branches and very accesible. The agent told me that it was delayed due to the holidays here in parallel to my country also. I hope my family can retrieve the funds before regular working days resume. I have a baby depending on that funds and a high school student waiting for school fees.",0
3048,"Atm always no money despense...and why others uae exchange are not same rate like for example in al wahda is 14.78php,,din shabiya 10 is 14.44php why like that",0
3049,Very past and easy money to send to phillipines. Thank u very very much uae exchange.. God bless lees u all stop and worker and staff name ahmad thank u very much fort helpeng and for guide for mi.,2
3050,Good experience for this uae exchange very fast sending money and good quality and retreating for people have a nice and good day👍🏼👏🏼,2
3051,"Very disappointed.UAE exchange made a promotional offer of giving instant gift of a watch if you make 3 transactions in a month last July.Till now after many visits and asking them the gift,they never fulfill it.What a waste of time!",0
3052,I am sending money from uae exchange since long time. Ifound it very cooperative. Some time issue come regarding rates. Some time rates are different from other exchanges. But overall its good,2
3053,Pallamrajumadda,1
3054,Very fast and reliable service,2
3055,i am so thankful for good service of uae exchange 😇,2
3056,"When the value hits, the app not working. It took 6 days to credit during fluctuation",1
3057,Very fast and excellent exchange,2
3058,"I am always remitting money in your burjuman and fahidi branch personally but sometimes i am asking my husband to send money on my behalf and use my mobile number for easy access on my bene info. But when he sent last week in ur salah aldin branch, the teller informed us that sending money on my behalf is not allowed eversince. So my husband waited for me for us to be able to send money since he dont have valid emirates id and on visit visa only. I only want clarification since my husband insisted that he used to do the same transaction many times but then salah aldin branch refuse it. Thank u and have a nice day ahead",2
3059,"Staff are helpful, I remember one time that I lost my receipt, I call the branch if they can give me the tracking number of the said transaction for me to send it to my family., even it’s not allowed I inform them that you can verify me that I am the legit sender. They give me chance they ask me some questions and finally they give me the transaction number. I’m very thankful cause I saved time that I don’t need to go to that branch and show my self and explain my side.",2
3060,All teller in the counter was very nice inable to approach or to assist everytime i came to send a money for my family so far there is no any issue with them they are all friendly 😊 i used to send a money in al badaa branch and in golden mile 7 branch thanx a lot and God bless you all 🙏🏻,0
3061,Very good in service,2
3062,Great experience to send money to my love one's. Thank you!!! 🤗🤗🤗,2
3063,"Fast transaction, tellers are nice and accomodating🤗",2
3064,"The exchange service is great, used to transfer money to my hometown. Employees are so polite and helpful",2
3065,Hello team Last four years I m dealing with Oman uae exchange salalah sanayya branch. I m always remit money uae. Now a days I deal with one of staff Mr shekhar. Really good experience with him. This is a appreciating staff. He always understand customer issues and proactively solve this issue same time. Best wishes to shekhar and salalah sanayya branch staffs.,2
3066,Excellent Service .My family in the Philippines received funds in express way.Hassle free.,2
3067,"Friendly customer service agent, assisted me properly.",0
3068,Good service I'm a 4years to send money there..I like it also staff is good,2
3069,The service is good and fast transaction,2
3070,Great service!!!,2
3071,Good service,2
3072,For me its good experience no hassle,2
3073,I’m so happy and so relaxed with UAE exchange I prefer everyone to used UAE exchange,2
3074,The best exchanger on the whole uae,2
3075,"Very good service from Liwa branch.Patience & attention are their hallmark,Especially team leader Mr Nibin showing such an outstanding service.",2
3076,absolutely spot on services. from enquiry to remit of amount to INDIA all went so smooth and cery quick time. specially the rates provided were great and would love to transact in future. spcl tvanls to al rigga branch enquiry staff lady....,1
3077,I Recieved gift from DIP branch tnk u for response i am happy now from ur service specialy tnks to who take the action quickly.,2
3078,Its now top number one sirvice from oman uae exchange bcz daily price rates will be getting through watsup buy mr rajesh from safeer mall Sohar. Thankyu for coordination with us.,2
3079,Im using Oman uae exchange ibri branch all staff is very friendly and giving nice service. Specialy manager is very helpful.,2
3080,Best choice for everyone😊,1
3081,Thanks UAE Exchange for all...,2
3082,"Uae exchange is very good,staff also very nice,particularly Mr.Shekhar from Salalah branch..Thanks",2
3083,Good service i wish to win also god bless to anyone,2
3084,Fast and customer oriented. Kudos to its core personnel. Management down to its associates. 👍,1
3085,"Fast , efficient and reliable",2
3086,"All staff was professional and good customer service,",2
3087,Excellebt experience got in uae exchage in salalah sanaya branch. There was one executine name shekhar mahana was very good and helping for customers easy and quick transactions,2
3088,Oman uae exchange is good exchnage specially salalaha branch in sanaya branch and is executive shekhar mahana is the best employee in oman uae and provide help customer in each manner,2
3089,"I like to transfer money from UAE Exchange as i am doing from last seven years, and in shaa allah i will do till i am here in UAE, i can trust UAE Exchange with my closing eyes Thank you for your quick and better services then others and most importantly trust worthy service Want to see you worlds No 1 Exchange Thanks again Ali Abbas",2
3090,"Best services anyone can use . I like staff behave , Thanks",2
3091,Fast and reliable... Specialy in deira city center branch im very much happy with them specially when there is promotion they dont hesitate to inform. The custumer,2
3092,Good service and best rate,2
3093,"All staff are very accomadating, especially Mr elsayed keep it up team uae exchange Dubai mall.",0
3094,Good service for the costumers ...,2
3095,send money safe and fast,1
3096,"UAE Exchange is a very good company .Its rates and services is excellent 👌.My nearest branche is in suwaiq.I am sending my money since 6 years throgh it.Staffs behavior is cool and friendly . There's some persons who is most polite and friendly like Shino , Suraj. I would like to give it 5 star👌👌👍👍.😊",2
3097,Service I m getting from Oman UAE xchange Mukhaizna is Swift and Best! Always I m getting quick and bast Service from branch Head! Thanks for Best service extended by Tara and hope for ever same!,2
3098,"I trust this company, I never had a problem with all my transactions even once. Thank you so much for your great service.",2
3099,It has been long I'm your Mukhaizana Branch permanent customer and I'm getting really best services and I'm really satisfied with the cooperation extended by Mr Tara who is friendly ever ! Service with no Distance from Oman Use ! Keep it up !,0
3100,"Very good service, promp timing, Best Rate",2
3101,Good Service,2
3102,I really love the service excellent The best for everything No words to say,2
3103,"As far as my experience for almost 6 yrs, your tellers/front liners we're very accomodating and friendly.",1
3104,It’s really great with good staff service fast and quick servivices and most trusted to send money any point is destination.....,2
3105,Even the dollars is down thanks for serving us..thanks for sometimes dollars up..it helps to our family...thank you UAEXCHANGE,2
3106,because of you my postpaid cut yesterday because of ur delayed.. i cnt believd it,1
3107,I am using UAE Exchange for 6 years to transfer money to Philippines. I would say this is the best to remittance center! They provide better exchange rates and hassle free transfer.The staff are very responsive and very accomodating. I would definitely recommend it to my friends and family. Thank you!,2
3108,You have a good costumer service,2
3109,Good service,2
3110,"It was super easy and very convenient, exchange rates are not the best but competitive, I think they should give better rates for bigger amounts.",0
3111,Its great. Fantastic Service,2
3112,"Very approchable staffs,and reliable",2
3113,I like UAE Exchange very much.I would definitely recommend it to my friends and family. The staff are very responsive and very helpful.,2
3114,I like UAE Exchange have a good service and accommodating staff..,2
3115,"I like UAE. Exchange because the staff are very accomodating and i feel that they have respect even though there are times had problems with my transaction remittance,which i know its not thier fault. In my 7 years working here i just like sending my money to UAE Exchange. I only trust them than anyone else.",2
3116,I m very very happy,2
3117,Fast credible service,2
3118,Proven and trusted for 10yrs. Easy to transact and very kind staffs.,2
3119,Very fair not good very low response for all the concerns even the call center cannot handle every inquiries.,2
3120,I really loved UAE Exchange because it's proven and tested their company i can trust,2
3121,"Iast time i got an excellent experience from UAE exchange, especialy Mr.Sekhar also nowadays from Mr.Akhil",2
3122,Thank you very much UAE Exchange! Service is excellent and is worth recommending for...Sending money back home to the Philippines is much easier because of you...More power to the company and the staff! 😀,2
3123,Ive been almost 9 years using uae exchanged since i come to dubai..very good service staff are very friendly..,2
3124,Satisfied for the service,1
3125,"Been transacting for how many years, quite okay but there was this incidence happened. Sent a bank transaction to only one account on regular basis but to no avail all details was right except bank name so money got bounced back but there was no communication or whatsover received from the UAE exchange branch. Not only until i suspected that something is not right. Filed complaint but charges made were doubled. I don’t think i will be transacting again. Thanks a lot.",2
3126,Very good service,2
3127,Good service and past remit with smile of the employees,2
3128,Easy method and reduce the time in long queue,1
3129,Fast reliable service through my years here in abroad. They never let me down with their system as well as their friendly staffs. Great help for us! 👍🏼👍🏼👍🏼,2
3130,"Efficient staff, attentive and customer oriented. I am a customer for many many years and always satisfied.",2
3131,First time but very nice service I like it thanks,2
3132,I'm happy to choose UAE Eexchange for sending money to my family in the Philippines. Everytime i send money they can get it right away. Too many of my friends told me to send money to other exchange bcs the charge is not too much. But i told them that i am satisfied to UAE bcs if i send money they will get how much i send without any cut .so tnx for ur service that u given . but its better too if u make less tbe charge for sending money. Tnx😊,2
3133,good and quickly service...fast remit from our benificiary...thanknyou uae exchange,2
3134,"Service is excellent, my remittances reached to the beneficiary account on time.. I will highly recommend to all kabayan OFW and some other nationalities who are sending money to their loveones back home...",2
3135,I am so happy with the service of uae exchange they are so helpful,2
3136,"I have good experience with UAE exchange, Caring of customers,good currency rates. Quick transaction.",2
3137,its very easy and very helpfull staff fast services,2
3138,Honest experiance staff,1
3139,I'm happy with UAExchenge💯,2
3140,Im a regular customer of UAE Exchange branch in Panorama Mall Bousher in sending money every month every time i received my salary and this is my favorite branch to go because staff are accomodating and friendly.. there is also no long line as they are fast to make every transaction and never encountered any problem in my country whenever they received the money that i send. I really love this UAE Exchange in Panorama Mall.,0
3141,Good service,2
3142,Very good service for personal and corporate transactions.Need daily updates on exchange rates via sms or what's app.,2
3143,"Top notch service, best rates, speedy credit to Colombo.",2
3144,U get exellent service just b pessiant n u will get a servise u required withought any delay.,0
3145,No hussle at all. Thank for convinience service. Goodluck you more.,2
3146,Rate and Reviewed,1
3147,"I have been working with Oman-UAE Exchange since 2010 and still be working with them. With security guaranteed, my trust flows with them.",2
3148,"Sohar experience with UAE exchange has been excellent so far and will continue to be so because of Rajesh and his colleagues. Very professional. , time bound and cordial approach along with easy access to the services. I wish Rajesh and his team a bright future!!",2
3149,excelent service 😘,1
3150,In my feel employees of uae exchange faces and glittering eyes. it was well reflected in their oral and serving activities.,1
3151,The staff are very professional and kind. I just hope that there will be more raffles to come. Thank you and God bless 🙏🙏🙏,2
3152,Since I was in UAE starting 2004 at Bada Zayed I have been loyal and grateful with the service of UAE Excahnge. I have tried some exchange when I transfered in city yet I dont get the satisfaction with what I have in your c9mpany. Thank you so much for the 14 years nd more to count as I stay in UAE.,2
3153,Nice people and fast transaction.,2
3154,"I made a online transaction on 31-07-18 and it was failed due to technical error. And wrote so many emails to customer support they said that money was not credited and asking me to check with bank and finally came to know that, it was a technical issue from UAE exchange system. After so many emails they told me to wait for 2 more days to get my money back to debited account but still I didn’t receive. Today is 4 th day and Thursday if I miss today it will pass to next week. Whenever we write a first email, we will get response from them if you wish to follow up you will not any response. Currently I am in India. My India No: +91 9597962178",0
3155,"I been a customer of UAE Exchange not just here in Oman but also when I worked in UAE. Every month I send my salary throught this exchange company. Very reliable, fast and offers very good exchange rate for philippine currency.😘😍❤",2
3156,I am using UAE Exchange since the first sent money to my family back home,0
3157,I had good experience in oman uae experience in bidayha branch,2
3158,Good service Panorama Mall Muscat - Branch,2
3159,Friendly costumer service. Very quick transaction. I’m. Very satisfied to all your services specially to all the staff and management.,1
3160,One of the best exchange and staff and rate thanxs for your effort to help us send money timely home,2
3161,Since 2006 i am using uae exchange and once i got a problem when my remittance for tuition fee was claimed in palawan by other claimant not my daughter. Immediately i reported to uae exchange here and the customer service responded politely. The manager in al qouz branch even help.till now i still trust uae exchange sending money to my benificiaries.,2
3162,"I trust UAE Exchange since I came here way back 2006. I send my first remittance to my family in the Philippines thru UAE Exchange till now. I have never tried anyone even though I can. I have change my company, I have change my job ever since but UAE Exchange will never be change in my heart for their trusted services. I go to Ajman, I go to Korfakkan, I go to Dubai, I go to Sharjah, they are there. Everywhere you go they will be there.",2
3163,"Very good, friendly atmosphere and kind staffs",2
3164,Rated & reviewed Nizwa branch,1
3165,I appreciate the stuff who's working in panorama mall beach specialy Omani girl Thunay and the philipino man there,2
3166,Staff are really good Always gift,2
3167,Excellent service and friendly people in Sohar safer mall brnuch,2
3168,It took me 16mins to do 2 transaction they are too slow and make me late for my work,0
3169,Good and fast Service. Jaalan bu ali branch.,2
3170,good/friendly teller,2
3171,fast transaction .Friendly staff. God bless,1
3172,UAEExchanged is the one we can trust! Everytime i will send money i usually go to UAE Exchange JlT metro station branch. I dont really write reviews but i would like to thanks Lynard for being approachable and his pleasant personality pushed me to make a review.,2
3173,Good services..kind staff..very efficient people,2
3174,The services is not that good because I have send money now 3days notyet reviced before in 2.3days my family they get the money Last time also I visited the branch then send the email after 2 days we got the money Now I'm out of country 2 August I'll come,2
3175,The greatest company in money exchange and money transfer. Also I would like to send my appreciated to Mr.Moataz tabrbour branch for his continuously support me in my transaction through UAE Exchange,2
3176,Excellent customer dealings and very co-operative staffs in Nizwa branch,2
3177,Your staff is slow workers,1
3178,I been sending money to philipines seen 2007 up to presenin here in dubai in happy and loyal to your com.,2
3179,"I really appreciate and thank the Al Khuwair, oman branch for the excellent services and best rates. Staffs are experienced in customer service and know the pulse of customers while quoting rates. I will surely refer the services to my friends, relatives and colleagues.",2
3180,I appreciate UAE Exchange team for providing such a great service without any delay. Give us best rates. Fully satisfied..,2
3181,UAE is the best ... the employer is friendly..giod behaviour... good service... and no matter till now... please still keep it and continue your performance,2
3182,satisfied for almost 10 yrs of remittance service,1
3183,Great assurance and convenience,2
3184,"In nahda branch near metro station, all staff was friendly and attentive.",0
3185,Good Response from Exchange Staff. I get regular information on exchange rates.,2
3186,Brilliant Branch ( Alfalah Plaza Sharjah ) of UAE EXCHANGE This Branch is well Lifted with Experienced & Honest working Staff providing Best Services ... they are;- Mrs.Dhania Ramesh Mrs.Majhu Mrs.Farzena Mrs.Anjelita Mrs.Jean Mrs.Zainab Mr. Gladdy Mrs.Archana Mr.Danish,0
3187,Darsait Lulu Branch..Rated nd Reviewed... Nd thank u Mr Jintoo for his outstanding service.,2
3188,I can give more than the five stars and recommended UAE Exchange to my family and friends. Its because of my experience when I am visit your branch in Ruwi and also at Barka Branch. The staff is accommodating and fast transaction as well.,2
3189,I'm shafiq.ch from misfa I always send money from misfa branch bcoz the good quality and humanity of mr waleed he is Oman but he now Hindi Punjabi that why we go he was good I like the service and I wish UAE exchange all the best,2
3190,Excellent Service,2
3191,Staffs are very efficient in UAE exchange Burjuman.,0
3192,I have been interacting with Oman UAE Exchange for the last 11 years and the customer experience has been excellent! It is gladdening to see that the personnel go beyond a step to deliver satisfactory customer experiences instilling a brand loyalty within the expat community. I would like to single out a person Mr. Jose Prakash whom I have dealt with for 11 years first in Ruwi Branch and now in Al Khuwair Branch who has been a prime example of those traits which enable a customer oriented brand like UAE Exchange to get more clientele with his level of exemplary service.,2
3193,"My honest experience is that UAE Exchange is way better than money transfer company, their response , approach on and off something exceptional, more importantly your exchange rate also for acceptable and thank you very much , for helping here in botswane.Im from India .",2
3194,I trust uae exchange so much and very fast.,2
3195,International bank transfers are fast and efficient in UAE Exchange.,0
3196,The service was excellent,2
3197,"Excellent services, best rate and fast transactions.",2
3198,"It is the best exchange in the world!! I likes about the experience I had while I Trusted UAE Exchange.We have been using this exchange for years and it has helped us to save a lot of money by giving low exchange rates and offers.I am an frequent customer of UAE Exchange branch Al Mina St, Muscat",2
3199,Dear sir/madam how are you? May be good. sir our nedded shekhir mahana hi is very good gays.,2
3200,My opinion about UAE exchange excellent.,2
3201,Always getting very good service from your Jaalan Bu Ali branch,2
3202,"This is not a review or rating, this is a humble note of appreciation for the outstanding customer service provided by you for the past 2 years.I am working in Saham, near to Sohar and I rely on Saham Branch for transferring my earnings to native within time bond and much faster compared to other Banking Exchanges. I really commend the prompt and faultless service. Great service makes your customers feel that you care about developing a long-term relationship that means more than just making transactions. I would love to recommend your company to my friends over here, keep up the good work. Wish you all success. Shabeer Basheer 96071243",2
3203,"Hello I’m Sir Michael Dennis Legitimate and reliable loan lender we are affiliated with the biggest banks in America and we work with the united states credit bureau to make our services fast and effective we give out loans on a clear and understandable terms and conditions at an interest rate of 7% from as little as $1000 to $10,000,000.00 USD, Euro And Pounds. I give out Business Loans, Personal Loans, Student Loans, Car Loans And Loans To Pay Off Bills.interested applicants can reach us via Americanloan4all @ A o l. c om",0
3204,Very good service and better attitude of staff atract me to oman uae exchange nimr branch.,2
3205,Well always get it on time ......,1
3206,Fast transaction and approachable staffs.,0
3207,"The best exchange UAE exchange salalah & Sanaya branch, and executive Mr.Shekhar is always helpful and every transaction is very fast and easy. Thanks UAE exchange keep it up",2
3208,"AL RIGGA BRANCH WORST UAE EXCHANGE BRANCH!!! I SEND MONEY TO PHILIPPINES LAST THURSDAY, JULY 26, 2018 TILL NOW MONEY IS PENDING (3 DAYS). I CALLED UAE EXCHANGE CUSTOMER SERVICE FOR THE UPDATE (FRIDAY & SATURDAY) AND SAME ALIBI THEY ARE TELLING ME... UNDER PROCESS!",0
3209,Ashish Singh was excellent in,2
3210,Very good and very fast transaction....hope I can get reward from you.thats the honest say about your company .uae. Exchange,2
3211,I prefer Nimr Branch for sending money. The approach of the staff is pleased me to go there every time even I am having banking App. Better and fastest service for money transfering. Money got credited within 10 mins every time .,0
3212,For me it's ok 100% good,2
3213,fast & good service!!,2
